Date,Category,UAH
2023-12-20 04:21:00.851,Люті пташки,500000.0
2023-12-21 07:10:00.068,,5457000.0
2023-12-22 09:22:00.314,Загальні донати,200000.0
2023-12-22 13:27:00.488,Загальні донати,299880.0
2023-12-22 14:41:00.986,Загальні донати,113000.0
2023-12-26 06:51:00.313,,6003600.0
2023-12-28 12:54:00.373,Адмін,100000.0
2023-12-30 23:46:00.447,Загальні донати,500000.0
2024-01-15 07:53:00.515,Адмін,330000.0
2024-01-17 10:44:00.686,,100000.0
2024-01-30 04:10:00.074,,100000.0
2024-01-31 06:46:00.669,1000 дронів для України,100000.0
2024-01-31 13:33:00.516,,938292.0
2024-02-01 05:46:00.826,,375627.0
2024-02-05 06:13:00.903,,216026.35
2024-02-14 12:43:00.809,Люті пташки,227764.0
2024-02-15 10:49:00.893,,2043420.0
2024-02-26 04:40:00.225,,5369378.0
2024-02-26 06:38:00.918,,1725871.5
2024-02-29 10:14:00.154,,100000.0
2024-03-06 17:21:00.293,МЛПК,533753.92
2024-03-12 04:22:00.222,,5024346.01
